owner_name,view,share,reply,like,coin,favorite,danmaku,videos,duration,fan
知趣星球,64310,31,175,168,59,102,115,5,894,868
Y有影力,64184,125,205,181,197,397,158,18,8940,1604
小可乐爱,64160,27,475,130,20,107,114,4,270,844
美食家五叔,64140,172,703,544,4145,473,861,2,812,71774
是一七呀,64044,29,1127,363,229,142,465,5,2367,188
白色络绎不绝,63970,386,368,942,1655,1659,264,15,6922,2678
一只二琴,63963,351,3708,2413,1796,896,617,1,445,377
开心农药,63957,43,362,13,58,161,826,15,3106,1232
北风三叔,63926,1225,719,6651,6758,2839,1362,3,1446,1014
莫尘追剧,63885,6,31,70,0,21,9,23,1887,629
猪队友小Y,63815,384,2686,76,3409,744,1399,1,1289,65110
仙本娜Semporna,63812,154,206,617,59,288,168,8,2041,51162
阿翔叔叔,63794,58,216,126,29,39,84,2,525,6975
叶子侦探,63606,39,416,1161,766,411,245,12,9057,3672
小曾说影,63569,50,251,170,56,207,97,28,7326,243
丿月下独吟,63555,14,93,192,25,69,163,4,1195,4116
不倒翁少年,63523,14,78,144,29,126,189,6,1859,80
雪老虎砸,63452,332,925,1333,1199,891,262,6,2317,129
读视-dushi,63431,1,186,60,16,49,44,1,71,168
Missmiss丽娜,63366,1248,78,244,155,922,355,1,227,37
了解一下lll,63336,25,120,413,79,360,84,11,1878,8912
猪头丙_,63306,7,164,161,16,123,70,3,422,443
拉客麦拉,63213,47,27,123,12,350,59,1,105,27
蓝色大海的传说丶,63188,165,281,100,180,422,645,3,1285,424
表妹说Video,63136,16,82,198,34,174,56,11,4178,163
小越女O_o,63135,18,192,183,34,297,696,1,577,153
畜牧林-肆零,63001,24,383,144,328,148,916,2,1511,80618
懒懒de骨头,62953,232,123,100,199,1233,1368,1,1954,3642
迪亚瓦尔Diaval,62926,110,213,318,213,645,487,2,1130,22707
古装妖姬阿落,62772,17,464,144,50,160,118,2,296,188
Miss_J同学,62631,228,474,38,619,659,452,1,298,5702
大魔导师D君,62580,380,447,176,840,918,611,3,758,42254
喂锁老狗,62547,30,136,531,161,188,63,10,2882,15851
膨胀工作室,62528,68,624,658,324,378,2112,9,11073,2340
田畔半,62520,121,102,53,238,759,201,1,140,7702
熊大不要跑,62484,15,194,38,4,36,51,6,432,1766
樊棋丶,62460,43,277,788,417,325,377,1,590,23255
曹族,62378,5,85,184,30,176,61,2,447,112
谁说小胖是胖子,62367,70,262,24,171,1474,3125,5,5420,584
铲屎官大王,62346,13,77,169,33,71,67,3,342,185
弥芝五花肉,62336,159,339,49,349,551,1149,3,1121,330
西瓜好次,62285,397,476,381,1673,3168,841,1,144,3834
草草是颗含羞草,62283,78,264,19,1753,747,616,4,2511,6411
喵哈喵喵,62225,31,135,242,15,317,81,1,142,15
小可爱撩电影,62224,16,80,275,42,148,60,30,4331,80
菇菇咕菇菇,62146,72,75,79,77,583,106,2,290,2237
划水的花音,62067,32,33,10,6,180,80,1,376,424
火蜜桃,62031,21,96,1,90,223,88,1,197,836
今天也加油吧尚,61912,37,28,196,23,399,107,1,112,182
风流霜,61822,201,54,52,220,1306,290,1,262,1557
爱吃番茄的人不坏,61797,88,61,19,36,312,98,3,982,78
星光宣传君,61796,107,61,97,16,149,236,1,177,387
郭本尼,61754,116,1365,1433,1184,310,480,8,3447,2090
galaxynebula,61751,111,238,278,299,1381,1999,10,15389,7326
在下小若叶喵喵喵,61728,527,643,1523,1431,286,1218,2,1087,123764
繁星闪烁着光芒,61725,17,93,128,22,72,91,24,5696,22
康珊Cassandra,61714,15,70,293,255,101,133,1,446,1936
奇葩、小怪兽,61714,215,115,43,217,1399,2202,2,2211,391
世界之菜,61593,38,91,68,161,124,117,3,1516,184
小桔你的大苹果,61584,4,43,12,8,100,13,3,253,32
匠星影视,61465,34,294,180,13,138,64,34,2488,7426
贰九一,61455,313,79,39,54,267,189,1,69,3233
夹点事,61298,116,617,147,592,273,733,10,5204,6140
vf9475,61287,13,3,26,2,22,3,1,3501,24
ropm4006,61212,24,260,56,13,137,144,1,178,51
姻红如咒,61171,146,242,132,96,1571,751,1,493,311
猩狼之夜HQ_Z,61118,117,196,83,240,1087,5108,5,10354,2269
AuPt,61116,62,924,303,40,270,575,1,361,2119
安放日记,61053,191,876,1380,1379,732,485,5,1962,950
南国鱼,61028,132,146,10,306,1839,631,3,573,21266
n49852,60996,10,41,14,11,197,15,4,402,71
小先生的三弦呀,60991,68,51,334,31,689,24,1,20,101
趣说电影派,60940,17,547,98,39,227,256,11,2193,260
一条活泼的小鱼,60917,162,273,78,916,689,515,5,2560,1124
小东影音坊,60897,154,265,42,282,1194,390,1,504,427
青橙枝,60874,131,287,586,483,2073,1212,2,1412,474
朝庚葵,60832,81,67,22,76,998,2456,1,1557,264
Eva雍,60751,170,1195,873,299,546,2717,6,6355,3400
千寻塔35,60684,194,70,73,282,2882,574,2,883,195
阿尔法鹿和刚子,60673,286,228,33,245,734,336,11,3931,3851
狗哥带你看视频,60623,84,17,23,86,141,49,1,296,343
馋嘴电影,60614,158,155,101,57,233,172,11,2140,1108
预告解剖室,60601,148,789,309,98,120,213,11,3093,720
爆米花视频,60586,13,163,38,2,28,33,10,753,1378
视频设计师,60465,811,119,460,193,1043,269,12,1444,380
哎呀哎呀妈,60436,73,161,46,135,1777,4799,1,2839,156
秀希来啦,60397,163,629,26,28,259,334,5,1276,34
果仁字幕组,60363,32,81,106,172,157,94,4,1293,51757
奔跑的电脑,60233,29,230,61,4,86,71,6,391,309
呆萌小小小Z,60197,200,329,61,251,895,566,8,1222,1484
应有彩蛋,60023,143,191,53,82,548,121,3,371,163
不正经的猫不帅,59989,26,257,445,50,215,329,1,369,23150
安利小君,59946,146,347,96,135,1067,752,3,594,5067
Yolince,59846,320,92,375,903,4102,2499,2,1984,331
以丁丁,59803,68,209,48,96,1585,259,2,678,1811
看著电影唱著歌,59732,29,295,128,64,122,52,31,6604,69
牛猿解说,59703,122,227,55,98,335,118,8,2303,7414
WANGDUYI,59682,53,171,548,344,751,298,30,23237,615
木柚工作室,59627,176,219,17,264,410,292,13,2836,350
BH16星,59597,7,89,736,20,615,160,2,176,99
维C中毒郑,59535,98,175,46,496,998,448,1,284,3897
韵宝宝661,59499,92,65,110,70,740,73,1,68,628
十万个品牌故事,59490,144,344,1052,510,616,485,2,1354,158882
嗷呜小萌君_喜翻,59489,335,333,160,517,2457,1312,5,2875,15047
柠檬君不萌,59472,98,51,216,46,1128,299,1,231,100
七月没有晴天,59467,39,145,1035,62,1572,90,18,1578,128
爱颖宝爱小骨,59418,58,23,115,102,370,59,1,197,390
芒果小胖2333,59389,8,17,57,10,90,29,1,104,1846
Oops_Miura,59355,22,173,344,23,257,232,3,674,538
汝梦入焕,59163,16,21,48,20,58,22,2,273,140
老木偶匹诺曹,59033,24,402,459,251,174,388,10,5510,2101
大宝剑联盟,58885,45,116,1,117,399,241,3,416,860841
爱吃瓜的木枫,58803,15,285,371,24,522,1183,1,816,214
酒鼎啊啊啊啊,58767,46,70,576,32,837,26,1,37,179
推文扫文少年野,58708,764,382,2416,1093,1718,417,1,418,6324
Doge机长,58707,44,78,123,36,442,220,1,130,3665
lifeofpi1995,58691,468,86,166,133,803,615,10,12344,1800
电影有范,58671,23,26,62,35,178,49,3,1224,119
小冉看电影,58648,73,676,457,436,714,292,15,4600,317
伦家伦家轮人家啦,58618,114,105,8,165,1152,1449,2,1172,383
张尔达,58545,30,414,1014,578,309,522,2,1353,2939
超级光男,58492,66,859,558,292,131,467,6,1583,1235
逗剪阿枫啊,58454,595,1029,3303,2623,1130,574,2,421,954
喝水少年孙十一,58381,450,183,2512,1089,877,289,1,293,239031
趣事说说,58319,8,12,26,8,20,0,14,5072,21
Neigy,58309,134,157,591,769,1736,1940,6,3619,17908
林鸽Create,58258,71,122,61,40,306,49,1,34,48
铁神C少,58138,42,63,10,128,98,162,1,296,140
大招咋放啊,58091,19,95,99,26,112,55,2,152,765
叮叮当如何,58077,40,108,287,71,956,279,1,636,389
奥特赛文本尊,58037,113,278,321,148,414,540,27,9816,674
邪魔な人,57993,247,155,358,1152,3598,416,1,185,623
阿一凝永远18岁,57931,112,71,13,38,152,102,4,623,110
筑梦影视,57889,15,35,1,11,70,109,3,318,6465
英国乔人,57888,218,772,390,192,351,179,1,83,45
中午吃点啥99,57786,282,222,2887,2629,1078,313,1,234,707
小歪的日常,57783,58,157,206,194,436,457,3,3450,1360
欧尼酱呜呜呜,57756,73,50,42,26,239,209,1,212,32
三角海绵-,57730,83,127,144,95,252,124,21,4547,452
葫芦鼠,57718,68,310,524,195,488,121,5,1245,6006
喵姐电影连连看,57608,92,115,229,86,214,36,124,27989,1200
光线影业,57577,8,47,1,2,27,187,2,203,550
左徒_,57572,146,81,276,152,592,781,1,1519,307
露柯Look,57568,95,77,439,106,923,67,3,870,431
就想发句弹幕,57491,103,17,74,19,143,11,2,197,42532
橘木苏,57445,444,141,54,97,379,355,1,211,236
15068247552,57436,23,24,34,15,161,18,3,3340,41
HEIFILL,57414,63,142,124,123,526,304,3,1442,169
视频段子狗,57372,125,118,211,96,227,174,147,35080,1337
ZBoy_H,57337,81,153,632,270,336,155,3,778,5879
深夜吃货TV,57270,3,15,47,5,48,38,1,182,1635
华数原创,57222,38,205,137,40,124,256,14,3909,199
陈柏霖去陈楚河游泳了,57222,138,62,5,97,302,196,1,135,54
骑着火箭看闪电,57162,61,178,111,36,407,88,4,634,35893
呆萌海豹,57090,9,84,7,61,92,213,1,153,40543
天空下的彼方,57078,121,402,269,69,390,210,1,337,3052
凌识啊,57050,326,476,536,914,600,595,3,1430,83906
湿叔说鬼话,56981,119,177,518,269,347,373,2,1285,27127
KKOJ,56953,77,37,39,65,768,405,1,262,27
小圣灵盟主,56847,22,559,307,53,110,251,1,642,127
陵翀子,56827,15,79,486,103,369,373,9,7846,1339
赤鲁小,56761,8,136,222,42,70,64,13,2923,423
熙源国际,56733,0,12,1,129,514,243,1,447,265
福利院的每日必看院长,56729,360,79,535,230,2454,147,1,138,21614
LX時間幻夢,56681,114,152,356,129,740,244,4,1796,814
土豆是大魔王,56615,0,211,98,6,64,88,1,139,4688
爆炸光子郎,56470,8,71,226,124,130,8,26,9287,2558
top电影解说,56467,50,65,144,41,136,36,48,16997,137
繁花社长,56432,184,159,98,338,366,231,14,7254,1981
夜雨学堂,56386,506,122,93,149,576,188,2,205,8920
心悦君兮君应知,56358,41,35,143,52,427,642,1,1193,63
杯子AAA,56348,24,58,186,148,151,58,2,604,324
与某人坐拥天下,56276,839,464,249,87,333,163,1,88,170
豫电影,56275,89,101,333,288,246,74,90,21168,847
塔可味小纯黑,56232,82,56,157,41,1454,189,3,380,28837
维尼的绿帽,56221,129,254,242,63,655,322,1,805,1225
OMG笑吧,56194,12,118,19,726,107,344,1,338,130941
阿柴不方,56116,48,248,58,88,436,158,10,3355,179
向日葵小叔,56086,286,87,479,362,1293,109,26,31139,316
杂货铺的喵,56078,18,62,1,16,314,99,11,2960,409
Misakel,56057,117,36,105,21,264,275,1,236,98
一粒麦芽糖,56015,133,530,134,201,1967,2017,2,455,4249
嘚味MAX,55939,12,175,231,27,123,95,9,3057,76
alls丨k,55921,19,132,8,34,675,119,2,215,45
沈小day,55901,7,36,126,4,102,12,9,1827,25
翊羽肆,55873,228,356,339,94,630,75,1,20,73
小日歌,55819,101,100,176,149,818,280,6,14285,16768
拒绝黑暗NoDarkness,55777,137,147,192,141,405,1147,4,1577,199
方圆摆影,55769,19,384,678,240,125,111,50,13850,205
沙沙唔语,55739,629,161,47,1758,1732,1126,1,417,533
viemuyin,55705,69,85,36,52,222,100,1,40,1560
阿布罗狄の玫瑰,55679,162,1848,168,48,160,496,1,827,263
MC柠檬汽水,55676,31,121,14,35,122,123,7,1852,4595
Jane_Clark,55675,35,46,116,46,709,127,24,31302,1292
白浮泉散人,55623,129,170,536,111,790,254,1,445,552
浪子鬼道,55622,50,349,162,272,299,219,1,557,612
未来的三体人,55565,33,66,274,156,91,37,89,43744,311
道长爱模玩,55520,134,310,905,547,557,404,31,31141,2441
吾为轩,55467,637,127,1,588,805,873,1,184,99
根叔扒电影,55453,22,537,198,87,61,219,31,5349,76
穿梭光影时代,55294,144,138,44,45,185,164,23,6216,141
老巫婆_hiccups,55283,112,1382,1749,1203,268,1578,4,2158,24312
小易优,55231,81,781,83,22,178,540,1,224,7097
自然卷阿怪,55134,40,157,722,750,258,458,1,873,234927
南水-Southwater,55040,86,748,3371,2321,725,679,8,3791,57541
看门狗jason,54870,152,206,42,49,160,150,4,213,339
糖醋丝瓜汤,54868,27,29,29,21,934,1150,1,1862,199
喜德Cedar,54854,67,147,536,493,349,293,10,5829,364
jiqiren1388888,54830,72,39,2,146,1612,300,194,32245,334
搜视TV,54814,4,18,39,2,19,4,3,217,106
电影碎片,54751,91,1109,325,77,187,335,5,1769,66
渡鸦电影,54696,76,236,48,130,189,415,6,3233,865
不正经老丝,54602,166,1640,7695,4551,1811,796,3,992,202055
Vigerry,54565,16,20,1,6,64,455,2,175,9
太极熊76,54519,84,518,1363,1917,629,618,3,2468,22131
菇凉什儿,54515,22,46,397,59,1739,238,9,607,862
迷汁优越感,54513,631,104,21,107,800,625,1,263,72
阿娇讲电影,54500,4,21,42,1,19,12,46,6883,156
受_逸匪浅,54444,74,22,129,27,202,135,1,199,44
真实评测,54425,64,254,2103,977,558,376,6,1709,1291
2くら,54414,292,27,78,86,287,144,3,1064,5853
古丽小可爱,54271,3,82,18,2,148,5,3,262,41
囧闻趣事,54253,32,66,113,77,194,81,26,4567,81
吴军吴军啊,54252,16,754,687,282,123,263,1,440,106
ng518443,54205,22,22,19,6,48,815,1,95,7
你的大包请查收,54193,28,240,507,121,667,179,3,1924,7119
耽摄假相,54184,159,180,154,407,1103,293,1,85,6344
Cheeze,54114,704,445,885,1873,990,646,8,2109,977
芒果电影,54047,40,66,14,105,125,2085,6,1213,7698
seeker大师兄,54021,4,41,187,39,145,64,8,2384,120
湖南芒果小戏骨,53984,143,236,153,604,319,518,1,276,88597
南国小豆の萌宠,53856,66,291,168,163,128,277,1,318,18609
漫游挨踢,53820,30,202,2,640,311,270,2,607,15784
小悦悦看大片,53761,16,141,9,305,323,93,3,672,2899
Jalu6,53694,34,399,175,68,305,125,12,2649,137
零姐的萌宠部落格,53684,7,335,39,8,6,63,2,134,3290
黄金piano,53523,111,161,890,519,1160,167,1,374,833
传家福,53513,30,407,1260,128,142,72,41,12933,69157
几分钟影视,53501,46,152,312,155,274,146,15,6535,97
毒眸官方,53492,122,269,694,496,726,410,16,8171,589
stre,53477,100,164,10,95,922,885,4,1297,489
阿尔托莉亚_伍,53425,21,43,135,4,185,25,13,1254,8
四维空间Roy,53417,207,136,242,206,1050,580,9,23204,514
电影博士888,53368,22,132,106,19,92,258,18,3559,98
吸脑汁,53354,59,254,9,95,397,241,3,1038,1064
技术宅夏洛克,53308,78,693,1945,990,459,379,1,296,100877
星守Guardian,53291,250,768,2423,781,1903,2232,1,420,80467
xw02140,53231,30,66,173,32,498,132,1,276,24
本命冰山受,53166,102,130,11,592,388,370,1,202,376
入梦的太阳,53114,134,35,75,122,515,38,1,70,168
基不是贬义词,53081,219,1100,736,504,924,125,1,280,168
Qin是鱼,53061,5,54,109,6,81,36,1,228,199
掌纹解说,52980,69,276,107,1423,292,496,4,1875,1161
Lokerr,52899,136,48,228,137,548,180,1,420,37
云儿说电影,52817,28,30,39,20,62,8,122,26174,30
惟惟意,52807,122,62,44,68,198,398,1,1022,41
史蒂芬文杰,52798,15,289,61,18,132,62,3,468,444
小凡高君,52788,8,167,242,189,85,53,1,33,2798
青州全攻略,52727,39,1313,209,56,44,619,1,152,52
认真喝烤奶,52692,36,78,271,17,196,158,1,849,418
一线电影号,52645,19,171,69,40,222,94,100,35038,170
阿零说电影,52568,15,214,229,83,228,174,12,5285,77
容色容止RSRZ,52530,398,142,207,266,3132,543,1,175,375
07号筱,52527,41,53,5,55,82,194,2,711,101
苏奶奶看电影,52508,54,46,456,85,464,77,2,927,220
清空我的杯子,52369,223,422,989,1064,1161,380,6,2049,4096
德善小仙女,52085,16,34,126,31,247,15,2,338,604
龐半佡,51979,96,110,73,136,123,68,35,13062,288
JieKe唐,51953,54,341,205,58,281,96,13,6020,84
一只兔子327,51946,25,640,565,88,166,136,7,2378,850
无忧路人,51897,112,35,87,15,485,75,1,331,103
找靓机科普,51827,44,564,53,46,157,294,2,295,55086
eyqj5153,51808,1,4,6,6,7,2,1,294,2
喜仔的世界,51799,48,327,1342,1136,393,299,1,378,239175
影子剪刀手,51740,177,136,29,27,221,161,4,381,3802
宅三七,51712,160,138,135,134,321,283,1,111,74
瑜乔酱,51701,287,66,381,242,3161,202,72,211529,4834
欢迎光临节目组,51695,88,58,24,31,232,105,1,253,998
兴视界,51655,141,113,40,233,1161,920,6,4647,2068
疯狂的麦咭w,51570,122,291,298,48,228,235,3,469,48
自得看剧,51522,0,33,34,4,14,11,1,164,196
威丶lucky,51472,133,175,18,313,357,236,1,657,201
挽留下落,51419,204,1786,1687,2229,1013,1628,4,2674,75343
香港壞導遊2,51368,57,119,214,41,321,96,10,2141,237
余枫_,51301,54,373,124,68,510,147,4,1281,97
视知TV,51216,99,382,651,189,438,277,13,2990,118910
Beat_Pan,51214,322,88,376,470,1536,1874,1,5665,67
角角娱乐说,51147,20,47,86,11,106,32,6,1425,1306
西城币小生,51120,13,9,75,17,50,47,5,618,1713
dk624828,51097,12,67,17,6,27,3,1,131,10
Amelie-米娜,51081,90,477,4,35,201,293,13,3049,408
囡囡影视娱乐汇,51076,21,217,83,15,271,504,1,366,100
亦喵酱v,51070,10,38,81,22,104,23,9,3272,69
八线电影,51067,16,94,147,49,150,69,37,10035,116
勇士的荣耀GOH,51064,106,38,106,31,142,80,2,416,8507
CE先生的光影世界,50983,226,491,1195,886,889,1327,37,18471,646
浪里赤条小粗林,50946,247,154,86,378,1263,944,7,1212,6163
勤奋的电影搬运工,50873,276,144,3,99,674,97,6,619,3641
光线电影官方,50839,355,470,1946,333,860,308,9,1382,50578
是白大大呀,50817,115,216,101,220,629,295,2,383,88
躲塔HERO,50776,176,20,112,47,471,116,2,283,718
叮咚影视,50705,3,25,37,2,11,3,6,596,206
秋杰亚,50645,22,8,15,0,36,5,3,4275,13
取个昵称特别难,50565,79,281,832,105,702,46,1,58,38
土豆Xun,50546,38,73,57,72,962,1918,2,3132,3392
网大荷里活,50501,9,45,0,27,155,55,1,195,724
凝眸の幻天酱,50478,62,156,135,36,87,206,1,247,2147
高杉苏打,50472,325,228,1236,734,1752,574,4,2496,1439
毛毛快跑呀,50430,11,106,6,68,198,280,1,351,293
路小舟不喝粥,50384,149,82,86,26,288,121,3,399,463
亚强跟住去边度,50383,32,743,212,78,36,143,9,1511,1588
理理大魔王,50369,55,136,298,32,109,1196,1,1084,733
一念无渔,50356,31,87,217,43,283,93,3,333,1455
荐人荐影,50351,211,21,77,27,271,98,19,3433,45
芝士汉堡酱,50349,20,392,238,33,64,49,2,227,81
撕闻男女,50283,147,286,131,54,142,121,11,1916,2570
苦笑释然,50170,58,234,297,40,71,48,2,120,720
小辫儿苏,50135,98,291,12,538,665,2093,6,2337,5985
KTLLLL,50053,25,162,42,52,104,259,4,393,3448
贫道也并非不是魔鬼嘛,50050,27,1234,242,48,73,351,3,743,3792
人间杀妈客边戮,49992,299,98,46,207,603,360,1,327,461
老陈侃电影,49904,30,182,348,150,178,76,67,25040,116
克锐普,49873,119,376,92,438,404,236,6,3054,1676
心心诗歌电影,49861,67,79,114,53,163,23,89,23792,87
洁癖型懒虫,49839,62,384,665,591,246,267,6,2880,39810
1001剧,49780,45,621,308,185,234,345,9,1939,1617
小闯说电影,49719,6,75,99,30,127,26,25,6547,37
司空离,49710,98,405,1378,1535,853,1094,5,2612,3049
一色夏,49701,41,10,142,11,240,124,1,216,695
柯哂婕,49620,26,225,151,50,161,304,4,5027,12293
绿晓扶风,49588,98,202,219,70,513,454,2,1735,482
Kibazs,49577,35,344,1108,972,253,242,54,16683,10581
小武-1874,49547,112,178,90,240,541,276,2,1049,2026
小花电影解说,49516,23,37,12,29,213,201,2,1161,8393
LSMecho,49421,258,221,198,125,719,727,2,2049,4238
幕维影业,49402,118,123,4,76,213,1368,16,4393,2064
秒懂看瓦特,49394,24,83,157,48,85,37,147,16623,76
土匪头头小柯基,49383,1044,2852,1136,491,575,1425,1,255,44
岚空世界,49315,17,588,116,20,72,46,1,77,22
费漫喵,49312,31,164,335,130,73,58,1,134,6989
MagicTV,49264,362,145,250,334,742,260,10,1809,9705
老场记,49262,37,228,6,26,93,108,17,2880,1546
瞳仁剪水,49096,210,150,40,156,1038,3481,3,3891,110
君长流,49008,91,127,38,55,284,1424,2,2045,5825
黑人说,48957,48,92,316,71,119,79,23,5078,373
小嘟娘,48952,44,98,34,27,249,95,10,2266,1769
本聪放映室,48933,14,30,1709,419,1051,958,6,5822,63
白鱼Fs,48915,35,541,2324,1389,482,307,1,332,32488
Eutopia_zing,48915,94,481,216,38,513,237,1,43,87
七秒青鱼,48811,10,39,116,47,68,46,12,4817,98
Scorpioy_,48797,20,122,320,91,406,94,3,783,152
麦兜的小二,48774,55,16,52,13,82,26,3,122,18
辉腾之光,48772,154,102,553,715,466,874,2,1253,26749
涛浪浪电影,48608,50,103,233,110,200,109,33,10036,228
顽固去我,48578,34,27,105,30,280,9,1,21,21
命中小五郎的麻醉针,48565,36,170,379,161,385,1200,1,2048,113
这帅是我的错吗,48547,14,314,317,23,145,353,1,811,5591
公孙锦坊,48538,63,259,533,176,457,346,6,1402,183
电影邦会,48534,63,306,42,86,257,219,11,5096,1437
Xbmmbdf,48512,25,130,35,27,484,1617,1,1796,978
金庸关注组,48487,170,406,340,259,510,590,6,2296,1089
泽平周,48465,50,98,20,235,305,247,2,450,1383
有一只变强,48432,138,255,843,1402,735,447,2,618,32917
鲨雕周报,48420,19,146,91,47,94,47,3,603,111
渣个你渣,48370,8,43,152,95,112,16,16,4593,1321
腾讯电视剧,48280,225,233,14,314,1365,875,2,338,194806
kris1992t,48235,40,200,141,36,111,95,26,4464,220
特摄区社长,48206,31,441,292,73,286,163,10,1949,4240
南宫星宇,48202,205,746,1885,2070,832,667,10,5421,15115
没想好名字字幕组,48129,262,159,1250,485,2145,135,2,459,14649
