owner_mid,fan
248858674,1200
41368476,21
322977516,608
48722805,1
327884711,890
24924496,19
381416581,68
25004243,1
172225015,145
337279814,233
32824378,0
396930743,5
32946942,1
5342220,2308
168834560,4
310650693,27526
72929607,3
123092271,6
393234241,13
362778277,8
92925371,4
8681652,64
396969571,0
283951371,280
27929027,178
12056951,29
383751683,0
4799997,1089
395133932,3
376911031,0
6118381,3
40787446,0
397194099,0
29308994,0
394034649,5
358889200,263
393451860,30
4285869,0
40787230,2
155950194,196
155877360,10
257600059,1942
9484045,3
22574392,8
65348245,128
396848112,7
43691699,1
326284221,0
374413046,25
28895638,30
20977128,2855
300054700,106
25102961,1346
262241207,3
22729467,0
222151561,9
18414272,3
7613059,121
285955102,0
7455442,439
80716307,79
397442548,275
296726250,185
342538807,209
242518535,147
13707444,3
277766274,73
76591732,8
324518251,3
35526246,1242
315897141,489
397433033,4
21504003,21
16294183,4997
18564018,1166
14203611,13
204865388,2
279648063,6
11976405,4
31225950,149710
31266794,15106
387607983,6
23600949,103
24121407,365
268090256,0
166718898,943
13614030,5
16676076,7
11088846,2
48792389,89
375812261,193
338926012,367
353438146,0
164885530,2
12779947,37661
344181435,105
10869786,115
397594520,1
338230657,3
360724673,6965
327390539,126
8437813,16
93854437,21
3770458,951
337247736,17
382568441,0
274773268,2
11999934,4700
15588003,62
387667583,270
17217904,561
275203495,1
53298965,591
13621083,1
317795134,1331
383698721,10
354193061,3
4741023,3620
327614009,91
205503597,0
371413742,336
26261884,2717
278413353,46
347423914,12
386576621,3
11381947,14
103448916,3
32109137,215
8052017,0
13619817,172
100825369,158882
65573895,252
19267423,9
105095773,34
395967291,4
210863095,0
234880811,23
263551791,1
62555309,3
23344141,402
383601521,0
381854242,8
5352486,4
14444351,1
10561671,12
105894473,4
231055615,22
327711614,159623
85592700,0
28497057,35
272105712,87
320740464,25107
111700038,4
397700205,1
293965250,874
61069692,1624
1670245,2493
387052519,69683
388042791,2
327233727,2263
30835431,0
260718524,1
397163816,4
275676896,101
255987908,3
18188903,7
356920230,9
146580371,1
321259521,8
397444760,3
368107707,59191
384325499,356
59440615,213
392671400,3
77173776,9
66889365,14260
351854949,42
6827423,33
7619623,118
388997455,574
28590047,57
367523274,151
324805629,5
24975621,39
9557253,252
89142191,0
393406078,65
31812477,133
10142571,8
237119315,1003
383301058,5
242985637,0
53983870,69
383478603,15
57864546,8
396732087,7
346145451,0
6362958,2343
7247219,23
34441796,93
386953901,7
20666751,214
41472545,1183
385358745,19
28052916,7
391956000,327
61887836,1074
21306228,215201
38993742,25
17217222,76
17545396,43894
384511398,813
7151780,183
364498999,1
357381006,0
3902346,4013
391375433,28
389117790,11
336409816,143
286513230,946
374635563,7
38782635,34
307917635,2
293146560,4
15396759,3172
392013096,1
18767128,35
362465801,11
34576582,50
254126676,4
221587542,1089
105977057,6859
327941294,597
22690450,3568
38761321,995
28945405,3
35746722,20
397599019,10
96645912,10
2741749,5954
397597392,0
6395599,37
383386472,0
44152143,6
17940209,3287
14156831,1297
27958078,2
24090625,7
387884648,3
388934607,139
316119925,526
347062125,72
28152230,460
397215983,1
4396743,6
226891391,954
305160716,3766
16316743,4295
34609635,1
343673304,2
397537507,2
88221799,6
396991854,607
320287997,14
382976006,58
49322829,0
313282556,7
345858430,1
389996110,7
384645408,1
293379081,7
388678825,216
320195087,4
12380024,5
340411368,1
233852547,0
275378747,86
23035353,1244
393906351,1
207373553,0
3078444,4176
34056790,626
274357421,7
390544764,611
257186043,745
12729677,35
20338603,182
387157751,41
302297110,2
5905664,643
99114600,103
265973504,55
39440501,1
330560229,30
6096568,35
104122064,58
276297434,17
27979368,12633
63427984,0
352942315,2446
20939503,1281
91304074,21
320621241,103
13552280,1
383751154,1171
394213879,5
71169409,128
257319809,19
324756004,2252
386173167,101
43226346,1
352897861,27
22707794,354
346289803,2
105155965,3
222322620,25
26281201,38
382399685,1
327449037,470
25553157,1
376709144,0
32754536,171
88210974,3
303234962,9
238596533,1097
35644253,425
39458905,0
350200639,417
24675198,0
397104828,3
49468386,404
378790414,2400
9963640,20
90007181,73
382990504,0
239313886,2
21820301,2
369567389,3530
77363410,691
340387440,8
391780725,60
40660251,157
14945512,528
14179890,77
56859135,197
380521586,12
44959284,5
174572575,1
364878548,0
22172468,222
8343741,54
125671952,2
236416660,126
325573257,8
17421606,13
397325978,1
19277348,24
387533688,0
394089767,6
50306384,1
27801087,1925
11257745,9
273088897,4
44709178,134
7921485,46
8911374,15
58326041,5
241357112,5853
322629241,5
206111932,718
384059100,436
316718109,2
397236325,0
10889887,1384
358476703,3
389603294,6
156138633,378
321415976,14
563904,46545
14560521,13
5135537,9
234331670,79
22183118,907
168154683,671
6332485,6
8231988,9069
365372735,878
312230064,6
39644200,165
15939163,14
297207508,24
389441082,6
294742988,5
51032141,1
51193010,17
24492535,0
318114216,34
11248627,40597
345039495,3
307028795,196
99707256,41
6832180,2035
14348140,49
393288751,9
383718637,103
16175287,157
299597692,14
95341649,4
390534204,2
390530023,8
86859722,3
295906850,4
54351954,4
381860051,86
40804001,4
8798876,0
384340536,1
13116689,118
394870626,2
39262134,3
181096025,70
38566983,0
7642222,256
383743418,0
395221423,1
26720152,1932
391230204,0
391439279,10
13789855,45
304792380,1
90614305,1126
81270952,14
389344495,7
360801344,1226
4609190,12
160079,1361
2956448,16
391792596,1
23486547,134
12717800,8
1987448,21
327263379,14
371688499,1
10981390,0
389393190,3085
15910723,60
248559751,1447
345753605,25
111577591,4258
26657342,53
25082789,4
87464362,1
130233653,24
148288334,13
385646255,305
3919198,50
317779547,1
80230675,5
51026638,172
31155816,25
278692873,56
13315509,3
34158346,2
21565722,1529
29141010,2
1743516,2740
22389556,96
316749969,153
195180507,25
16491997,12
386882010,57
383494849,1339
351981812,0
388146625,199
286294195,3126
397028623,0
216636448,269
10194356,1783
103970121,1
383872884,18
247853826,9
24205135,0
269993540,446
4859408,31844
2180272,103
120065826,59
117555948,500
396998340,1
33102721,8350
7496936,174
123128837,194
212563351,4119
939438,7
335379208,2219
104246869,4974
385150746,348
396483058,54
248996231,20
22337577,371
5935533,4881
23317914,454
178371614,6
16182303,0
12534022,499
272700968,0
42561782,2
390917132,10
29337461,6
15377649,3
392303273,511
11029821,17
5057964,7
311597288,552
3796756,2981
47321020,0
6021233,10
18288776,747
382820360,7605
255834371,451
292662542,0
380375227,389
35657788,17
7271132,259
19066963,1
148879599,16
305574680,52
337510610,11
158743465,485
378929350,3611
14224099,192
73624143,216
25350183,6989
24060928,9
114053176,34
175371709,928
396033101,8
291986098,2009
350860094,1277
310861684,1331
396893193,0
350509906,3
39252716,33276
330191723,1627
26948560,0
383875148,3
189679635,112
20014678,9932
15482769,1789
172552199,1717
15765911,165
396280211,1
309855960,217
38597412,25571
32187352,161
97492999,0
2244897,105
20010979,15
3020923,12
6269218,123
351944307,8
22327166,130
104971261,1
36301438,15
9607842,3194
384742039,20
20662373,802
101310509,1
96976212,12
253465641,14
31091101,3441
310897984,18
313633899,59
65439956,14
217786135,1472
395799623,8
7175227,102
378382936,1015
395582046,2
2974056,7321
362911595,860
166380572,3911
9285979,14
614602,161
279330537,411
386863424,175
330188264,436
396147454,2
386733822,159
3899159,700
352089200,10
1760508,6
57404272,0
13449472,34
393447218,9
41183029,268
39564370,7
211754551,3906
389255044,292
351735174,38
172573092,364
66867826,1260
4543111,378436
59272436,28
5667906,3
56330594,19039
395158736,3
387316860,1105
3295849,50
213132025,1988
108209714,3
2596131,901
391714249,40
5982649,2751
8680720,1
383495006,558
183880202,19
9862604,55
9656555,11
318866861,100
6884296,166
2303936,17858
33121915,121
23538577,24
70968762,0
11078228,18
348016786,16
21456897,11074
28070535,2055
332558363,76
50574785,39
31315387,123
22288681,9
24397106,1
356919933,331
71694595,163
287769122,6434
348915103,3
396455707,1
8386172,659
8215969,1217
23974151,145
315189091,61
317142937,8
381316234,0
392006718,11
85620540,75
395847942,1
14514994,95574
11327040,7
330640702,91
298193313,1766
664816,48
386146562,1157
44592567,10
350344286,309
6157312,3381
12065892,2
303972000,2579
108704801,10
34763363,0
299363414,5
388577649,241
393517177,3
4858779,135
330847400,0
37399539,0
1730653,15
96874638,0
389573038,303
289644849,10892
20759017,44
32706424,111
51620733,5
17622363,61
319720945,250
87106208,53
390656567,15
386917153,84
843355,24
85825276,366
110663177,5
38181676,510
22203181,87
186923026,40
35156038,3866
17266768,11
388434865,3
59406791,1
7235881,24
39103274,176
24121870,14
24271444,1463
22843984,292
315855524,2
388676251,94
14597204,4238
30165513,8
11134486,32
23814214,319
21537775,298
334484299,3045
26701014,28
27101030,56
17602429,110
392855027,1
166582815,34
357375106,3
14231598,213
384857669,6
3811236,258
307316658,46
25419434,40
392551550,11
358711049,111
353269345,0
16576379,80419
264918308,139
378361980,0
25791955,47
389814302,31
5631935,219
303749594,1151
352794655,0
269119647,0
580584,47652
279679222,4
34479068,1
57175940,12565
338012549,21
367965356,8
392157892,14
263784678,4
4469889,139
268633472,32
396270216,1
380820682,13739
392061863,8
396458365,0
389189604,1
310369180,791
346810846,216
14444662,5
40226233,0
278551102,71
52066079,29
220689808,0
39492498,127
381248940,19
387611865,10
285834954,65
104914727,17
288766074,9704
29115362,7109
254599008,535
31275458,0
286756712,1
15298846,0
351217206,2
73732559,4
371698105,186
396406656,1
103259036,1201
394214974,36
235768330,18
360003081,214
54307417,10
388206361,0
29075176,313
56497610,8599
396024306,127270
16483254,680
5869621,4074
396157018,1
33481633,71
22793327,16
35915940,12
383044833,8
392064237,27127
268940,24800
33110806,1688
4668669,75343
352663275,95
29522809,77
190143082,211
315639607,0
272209002,0
22815856,40
391687971,4
325174981,135
390535761,28
394738738,13
230329488,2
388251566,3
17400242,0
7228981,5
9096433,28726
150096557,0
257875326,3
31562200,761
2287183,15
396045379,0
18196279,266
51416281,0
110895532,50
385778935,46
385851972,0
360570543,136
260429598,0
356957528,34
26776620,0
332435291,794
32998477,1
321417393,23
349638363,0
26863988,4
353578966,1
12622091,769
395789641,21
176850774,75
195312946,14025
86395360,543
64176947,0
280727354,0
43766570,697
244944347,8
14792360,22
95831769,1
16867990,28
1676008,16281
384437411,3
396169154,2
21217488,44
164736257,440
26193089,71
360730099,18
12653712,110
15095462,11646
49804529,264
396095035,0
8302863,6
326290900,14
385082352,5
341019822,1
608603,60285
389690354,24
25585041,9
383665209,2
62126252,8619
8624509,153
351345084,100
280233817,373
34383561,156
234425353,1
396085111,833
3867991,250
292058499,0
242092,145
175403337,5
241998767,11
21199024,150
24228385,54093
375799734,0
38151053,0
15696288,180
391224365,3
43715314,6
40007964,12
392060511,10
35427922,11
350631241,26
26107370,4
73407072,3
99984537,1189
88325108,111
368958498,2131
289298477,30402
51136514,1197
34679535,0
32106493,5
257845769,167
96041193,95
38151283,1
13395827,594
395911885,0
388657001,0
81084462,530
9840549,3
82687636,516
313009163,115
32955124,2368
51178213,6
186563679,1232
390683866,36
22844765,455
237814258,3
282523620,91
384839473,39
350722408,2046
38589318,3
5319963,8
139971672,1
271250042,10
7815172,540
330303096,28
73699607,0
32676769,5
158379218,92431
33803068,56
384918852,2975
254602577,150
40369361,18413
73182031,0
380745311,396
25945170,1306
391690952,7
154259064,0
390825108,3
50667026,92
358732328,161
209157714,3
12130468,3
350236077,123
12891493,12
241850090,0
97877,71
99644058,4
24458057,219
213995034,0
383034587,8
32104790,6
330106125,256
345833131,496
377847514,6
394070225,4
387946794,5
77323558,0
386150567,325
6509047,3
66096188,192
143469395,545
324828483,2026
65043126,31
349980660,8
385790952,174
257581071,8929
28335651,30
268929215,1
24672090,43
394960247,96
20661582,769
82506519,117
26919952,148
138795186,243
127685997,51
387974092,37
33826383,682
382811368,0
4525873,24
74416325,0
241997464,1
391403874,4
10511199,559
6389904,2642
328595692,1101
395254372,43
235541308,45
317797236,85
298229095,134
11293661,1
53550604,18
33089030,0
385506003,1
24678818,0
378896356,82
347815457,2
364390283,34
180062456,7
12981808,2
26568417,14541
225983927,1280
24797397,0
36849885,2560
390884331,1
118626060,1
393442879,58
314951623,2
387439290,6
4144765,3345
349146721,5808
109293607,1487
280632913,115
176319,977
388941825,0
97407861,10998
298164225,4516
389843533,13
383134741,2
230908367,4
377528465,0
383301428,68
388504172,60
13612652,116
391911489,112
537313,84676
40891947,5
384804220,2
104467154,6241
198512590,72032
353311236,28
8159987,162
40850593,32
390601078,27
253355755,0
304736782,23
15291629,1
281413891,32260
106594389,1
299967644,162
189580016,6203
31406959,6
84433938,2
345181181,1
166527658,293
11992656,2063
319182526,4
97406807,2
96922229,2
28683703,1455
316838678,21
392097734,0
15413947,110
25586243,6429
253049159,4
22398077,1
37323777,4
317020587,9410
383750288,92
9998652,80
391839242,8
385038114,1
314118626,27
47298400,346
394749654,3
10250571,55
67825395,0
387899161,4719
2165106,35
391762164,2
23128846,69
392860217,323
329661910,6
6987840,4610
224281347,1
373081955,2
31831647,2
22058720,1550
882037,112
316650467,869
358159015,295
383037596,29
17222833,2311
3583706,6
235520475,7720
95665170,21
130300604,166
38580253,6
15653899,14
6845700,1
347056010,13
389087905,1
390819397,75
16138163,5
234489057,3
43636407,65
213820,4
348506398,892
253518274,0
234009103,9
11352634,6
32627230,418
344588144,4
294139500,3
88967505,3
4523444,0
69779534,1
7444877,0
27922405,81
65966216,42
383863689,2
27327042,51
297100393,186
25632658,6681
87418923,22
29140322,7187
26579719,2643
392059595,158
18639345,312
7362741,4
16590351,3
8738542,2514
294900022,2
239854231,148
392691395,20
353062616,37
390632554,8
57916268,9909
363218071,151
365974985,10
8253675,0
117148650,43
387083950,0
51190750,52
36816534,6
362080802,1
3905624,2
347533149,3
307020635,0
31024049,7495
392242783,733
254637099,4
37998413,386
392155655,2
62499087,15
390283291,4
18622011,37
308644708,0
25966047,90
25033266,268
74055212,0
8707404,5582
257810653,3
242393659,0
382637751,2
311457819,22
359472003,2
300093088,0
141531709,9638
85319677,1286
382274066,104
332882422,0
53556317,2540
278340561,1707
391112851,803
24184106,2
332941851,2
384156413,446
19677145,23
14117327,7
93586025,8
359084008,19
95978051,71
32045857,41
610664,171
143731079,274
4787826,81
305250300,3654
372758827,12
363211003,43
5445797,22
304135983,1
353273661,155
392351457,5
387690533,11
13251051,10
239398974,7
179877532,4
27227786,0
210910900,1
390802348,2
16256085,898
345228188,0
361824267,17
24903530,53
360743786,0
1544075,4535
14803377,107
167509764,4289
383664922,51
394676717,0
65059588,1890
530328,2
510719,29861
4158297,161
242063838,105502
386952881,1035
109341400,7803
259634260,15
15295891,224
10272489,1
265992331,1153
35978576,55
373455049,15
277655890,2
135048460,10976
4399822,2
383428573,949
358487659,198
151435956,0
17660563,600
394394924,2
130959282,0
180566257,19
14735143,68
107753146,10
108558036,8
11365217,23
106941993,5
1602936,4248
34310745,26
16538137,12
10714896,5
393534773,57
386139117,507
23537885,0
390309099,0
2760079,377
99547056,1591
7808794,151
319460459,215
290903433,0
388027452,5
384674653,175
4753953,565
8630352,28
24753888,2165
382401743,519
385548403,37
14999214,22
59570500,256
99336697,69504
103058487,8
386327875,284
7567769,8
2486922,1752
538945,3
23475671,3
109330036,620
314499394,6
324995693,54
391464074,43
385935308,11
19863515,1128
362035854,1
1509394,96
162307224,316
319147883,6
390049539,0
39148588,2
24358763,20222
7767019,8
20173818,1191
20923336,5
124479302,38
241756860,0
326126692,11256
65777490,141
345668774,5
273182343,10
387916871,1585
359463301,3
17720772,87
20115793,161
8478005,149
255490819,61
26252813,1
23883128,245
73441013,2629
370886313,207
370265740,1
261469932,7
362394383,193
359016188,605
79643269,42
391044544,5
20847179,488
384114257,164
21488590,2
314763263,317
393642059,3
392066251,7
39932666,1
89509084,3
109623689,540
381268372,103
320220525,2
54971480,248
388407496,643
304411444,6
362787833,4
392285546,101
357748238,131
300580794,5
2780480,1
386255121,62
18107825,1524
323399317,11918
11857326,638
393261210,0
28680699,8
79998246,826
57752854,1
241754709,2
82571666,59
394113658,0
15887574,29
144679412,8
32048429,665
313946172,25
24783375,2
37835149,4
19696883,453
374906623,4
393136598,6
20184272,64
390766781,2
30619808,235
17866795,210
386395317,289
389895765,5
247010111,4
297340339,22
385236524,97
295726538,331
7303393,73
8365699,2090
3411968,615
335888806,4
255669502,1459
373912937,1274
394041405,0
303263203,10
361459751,3262
4973262,675
153736205,12850
246546264,491
293696310,15086
27878272,4
328636184,0
4388334,78
393439682,2
30600739,569
29229335,31
104529709,2377
81634,178
100206566,40
21944964,25
79027195,61
3846440,5
258771099,0
172929550,2
392835495,0
25286218,787
131663921,0
23276394,1798
214721134,173
362393007,206
316558958,4
384517766,22
282541493,182
3851837,6324
108000544,9
387257074,3
373989874,5
24315469,2198
25884049,843
98819267,2
390493688,11
22254537,11289
102558245,13
57749203,4
3202350,35
33431926,24
234047147,8
382185628,0
22655931,15115
350270600,1079
15618431,39
67460310,6
393679837,0
27379918,3
115111274,52
355703688,735
33402815,2
350337080,13
6241389,626
67926865,9
386760453,29
10866337,18
88639370,10991
353109591,4
353711302,1083
383769960,1
390833365,0
390029710,2
261119562,1
304463274,172
350013717,881
316083573,534
227632298,141
312809084,160
372155992,3
32415495,195
15481584,611
392514611,4
4571889,88
64359121,1155
236691372,2
4848929,6772
22028725,23
44682359,3
8375896,1161
36215924,1556
22961678,7
299201027,3105
364316259,8
71861817,44802
359757271,5
387853783,79
373466631,259
301475210,661
9552078,9
8250933,48
38835937,64
319423326,415
36098650,20881
31637408,3
13615675,4
57267144,411
107153835,15508
393640725,1
102832648,871
386155385,1
6089214,3
342953866,85
239847705,2427
320368776,5
10085756,1721
212373792,1
208686466,48581
39412335,218
309167031,8
228032128,20
856692,12805
252814223,1
90380641,2147
80243165,22
390823352,66
318896200,0
384583918,42
10028480,14
25931547,58
23569014,128
109648314,763
10383981,17092
389209641,352
39037710,2473
39240571,17
20894865,29
73171552,175
10815224,10
13635352,5
365819167,3343
109603476,1154
243124383,156
358367964,3536
255831085,59
375545756,7
332073386,53
1728147,18
389960448,3
10765151,195
12104645,2807
30665748,4
3207408,147
268448343,3
316339326,15
393004201,4
24663359,89
319410449,156
392381609,1357
243714859,0
49234579,4235
375508830,1052
194046502,41805
61055477,105718
323069576,10
293589264,53
108149047,1109
268535141,3
392524018,6
89355106,6
381206315,172
357045497,8
208609325,326
383571602,2
215982606,4969
360710868,2
21300325,1
277657963,180
2828855,11
178650220,1
883968,4267194
314810838,19392
389090626,55
86252060,80
367469398,3
63401578,2861
387932847,1
344456050,1095
344453257,1107
16157302,9427
384313191,270
241779,13
384715511,67
186687140,22032
106287616,8746
166964772,18
364684324,1334
106713354,39
176291762,158
73723454,22
297956163,3
23999079,3575
34228565,4
31343151,7471
349749466,3399
30121716,8
4459634,1398
1835539,29119
10119830,123
39154728,10869
38569624,2
369236404,0
87738668,155
100502093,3
23386477,3
316532750,28756
43245629,112
387688853,4
104869126,0
381206542,564
43661478,1
383177664,11
388045325,316
219498402,2388
8695455,23
351527819,98
368014336,5408
36729738,69
18473289,2056
392555784,5
371720162,6254
38996422,18
8784775,32
386815149,3
392655036,912
65553953,110
249811545,1
105376540,16
267596427,6
393166546,17
21160693,6
25169290,18
358312868,149
72005511,2
19381130,300
329517927,41
26178685,10
340472568,255
383876982,0
392163972,1
240760719,39
8482458,1274
28333087,4
35753280,212
372785845,25
355603744,1
15935214,2
318770718,5
319693480,292
31538964,75107
25082861,0
11920829,114
88671232,537
392069988,0
27386261,0
173773389,5852
40698503,127
29328447,84
262063695,135
386965402,9957
325299933,1
315269728,157
368978778,4
892469,12
381211856,15
245870156,2
393045679,0
115080152,0
33035367,7
13835490,748
2222345,3
101670036,417
388149294,1
388758092,455
248507517,0
85779101,21
340737386,5
50784613,258
388893513,2
21725434,182
357743888,5
264899964,11
173525480,5
36140526,37
211673085,3216
327766194,267
344108443,1356
387907521,2
22667511,75886
386130663,0
12884845,62
267855807,283
265114233,142
38339538,1
385427968,4
232742653,85
392843439,10
46134718,3
177376831,46
12094686,75
384480263,5
38025848,5
1771547,482
392679979,79
384850796,3
386110126,181
29290092,121
357781419,9
346294841,1
392979505,13
19882252,189
384569675,33
294489966,54
1436047,2696
4454014,29
364716548,1
13901623,17
354144739,0
392692111,0
52492165,28
346318651,3
24375187,301
349002658,53
12299677,9
232740212,932
293666082,4
172858048,383
20521985,9045
373076847,0
388041706,691
243791504,2
317741765,65250
6449172,50
346067056,2221
388059106,2
20785371,2
2078475,1899
87819229,6
24341219,13
16968783,1
290429843,4020
13600755,3
322210772,50
148014625,74
21241770,1759
13517178,11
389210657,6
26960356,1
386952036,686
168231652,82
1438826,1109
250078396,11631
90538663,50578
362170642,234
350627434,85
35476685,1851
388408967,37
389781631,0
321448285,0
109328200,14013
386973695,225
288716776,4
300578370,7
160870964,4
28688959,9
109182282,1
17599363,2
169313170,0
16709589,10
38363041,2
187533471,13
268012388,0
48231335,10
386542535,1725
18082025,32550
388127517,7
391226494,148
22005693,0
346733275,2
54352586,215
388794739,0
390502906,19
4230780,491
6864475,11
382939294,1
231880250,189
366913590,0
212240265,9
64926967,0
139029300,0
39327828,1059
354949509,5315
193611625,13
308831076,360
315646644,15
350284816,125
388926657,1
325379043,567
301919209,13
381724904,1
15404418,19
343827796,2191
226965529,326
302229422,1
28397038,1197
923453,9158
185436,33
43797263,6
261850382,1
124759902,136
10980709,19
2454388,9626
389238980,124
4513316,12
380436822,128
12573720,2
378874482,14
6674108,1
131317888,0
77385837,43
237552100,277
28494605,82
142660726,108
384457660,2
350605133,0
95840610,626
392240215,82
314933072,24
226755293,17
325886380,5
249577681,0
12326314,8414
386879481,138
122672814,5
381356258,1310
164440441,202
7712530,10
13199343,426
358336165,9
299402390,7603
214608808,33
367976400,3
367978603,8
102555314,0
4408538,649669
1331578,456
5679488,21
360625763,7
262488111,6
238146581,3
392469622,155
388721750,7271
52743376,3
9124883,924
392557436,2
320201436,1004
8527626,19
25598772,39
359008470,431
65820648,11
388395375,0
389958014,120
8246345,5
183840494,680
99895862,17055
192268050,11
323266432,2
390768076,63
103118177,18
47307518,1261
238589148,1
381459278,4276
7135178,3459
10486728,17197
276966131,7
7060749,2
390318299,16
232680,52909
326395754,68
13702348,15
95211044,29
386775993,458
38111601,0
389057974,182
391959565,0
296372698,6
9914915,60
379012231,2
315545999,1
7023210,733
16999254,1107
18495825,0
31880929,206
229471571,3
73913543,7399
135642201,124
388116363,5027
381323097,32
1974459,6
279407370,112
2817343,3
387074606,3
387229959,3
387226250,2
387079783,2
820166,2
189313006,6
387074047,4
299379840,5
387076764,1
2248245,56800
387222337,2
365122766,2
4047181,19
387190698,2
92199858,55
389767142,2
18154955,2765
26991410,864
386920620,9
16629073,109
24801667,21
1897067,6
290487463,5
10981747,72
6439899,9
14529375,21
49079244,826
34084779,9
32756310,2
383501363,642
36505188,9
299165924,63
238765684,0
389835155,15
391622929,0
177206889,82
45528351,46
21488348,814
25414947,40
360016728,15
384584657,1368
313337644,2
342944336,4886
39124365,1
383558733,0
174946191,4
389572766,2
387076988,3
364280422,454
385267985,30
67088557,1096
322530367,33
228259267,0
91549531,1
106345352,26663
23719433,50992
1554876,0
86968300,0
383129695,59
387078097,11
93568978,26
387077497,2
384779431,0
52568163,2
387079441,1
286502885,528
389200878,16
19508749,1287
82405369,1
191673172,540
3766355,44
391904186,0
33378318,1576
315322069,842
25441245,10
308882427,8
95482275,1039
383252244,1
53065384,722
35546128,0
10795206,178
16549323,1
288078058,6
20133462,0
347040293,190
238654827,4
7474601,862
151311,32693
61527399,426818
392051003,1
256854371,60
357020001,0
50521674,1
52926654,0
25318720,0
390793679,0
22763453,8343
33597223,45
324328860,56
26275756,17
175884326,5
352070521,19436
7742559,15
37667170,278
357997675,73
371794286,95
24972970,10
391896141,2
35174571,367
20919804,4
140400692,7467
338975047,1
324512987,4
328881267,4
381085568,630
71549485,0
16258839,4
108857144,5
15213313,1878
388651399,1
389403826,58
384029941,16
46313583,1095
186353934,4
11099239,24
265589608,3
335958924,0
5398224,48
116774282,1
39378567,0
747200,715
52099486,15
26594372,302
381217119,157
266088266,3
384421709,4835
25973451,2
296674211,0
192100488,1
385367525,537
32748831,2158
376896026,18
208894199,3
377606848,10
141137161,469
29414435,8
19855244,69
17903107,4
87275735,53
266607012,22
19654518,12
117372580,29
26317638,6
173022411,768
26199616,1457
4260138,35
3284329,12
35188700,1
30963378,10
260170204,97
39682250,2314
3085333,60
315845990,369
24194341,0
386548682,2
287547140,5
112424068,136
4247682,13
65711292,0
34228996,4
357708171,3602
312107777,16
390595936,3
360309621,7
227419880,0
37099906,443
298004748,3
59414884,0
259671425,2
389432271,97
326168777,8
389886207,12
371467440,12
389879342,12
351237722,4171
356774441,1
296474438,2
25403957,1
204834685,33
86575899,89
326534933,54
381339938,0
349565376,25
331443408,11
8003489,34
559233,8
32310931,9
3683411,1156
325579377,86
35166098,19
216601259,6
320577883,2
34251861,20
1398970,387
16418875,2
8184074,1
21208070,472
321088998,98
388175447,344
20276819,4
36571309,42
22487314,6861
12789210,273
15409625,7
385376558,1058
388985920,1129
4210312,805
26087582,203
17218809,23
100008792,2
356867447,267
239136691,398
387015568,3
53548202,0
1801933,86
385444536,5
85838363,7
956158,17
7615410,47
26505000,3
389347840,0
34980508,1
20613847,28
11935255,0
6620890,102
345045573,2
28421501,12488
100468747,8459
390597860,667
390267475,2
51874749,11300
390413284,0
384238726,17
221574865,684
384673802,1
311770228,21
305305235,0
383346389,120
61549007,62
5437512,1422
1480403,209
313341765,14890
308050004,925
16708857,0
99525379,44
318847194,826
51529021,60
43535125,111417
238709792,225
56304330,22
386163008,157
24988630,893
35422865,0
5008521,372
347415763,9
177773760,45
39515466,1
237741773,151
390368921,2
356787521,1
192267889,14
391208581,3
390979191,54
333643805,65
340919793,154
16479798,1
11429984,5
228124681,4395
15522125,672
378980789,14
67835149,2343
4329693,646
5972839,928
373035200,3
296330640,13
12507042,577
374600890,175002
390475528,9
362450392,26
376400931,561
349724001,986
28300757,926
278532333,1
13749348,15
103977865,81
1326195,6712
12998581,61
39939728,2362
31748343,1
384162929,199
41984319,296
22455628,0
296105137,73
39839640,307
327747621,8
49481518,29
41310449,1
4010458,17
259923387,13
23778931,11
12035636,1157
111188767,563
356534425,6
101391868,110
102751652,0
37372035,220
106413422,3
241315559,4
390473891,0
384900770,2105
362390084,172
107145326,9
354157451,1
157755875,1432
17548829,0
390480089,8
281459342,0
7782238,6
5524630,11334
386386319,73
5464395,3384
275752156,1
25641032,76
28723421,9
93312050,46
20744529,128
237275109,1
241395038,4
201541756,1
277991306,3766
345187881,56
18060453,238
24511525,117
390662254,3
4102337,0
385926590,4
389823994,7
261134989,646
390262861,0
207646332,571
352685759,3
300211710,1414
11255037,760
389686006,407
337027220,17
52072522,3304
357616971,3
373414443,25
389399048,2
372734578,355
12573267,440
390773159,54
61215240,1041
247278180,69
7402433,17
172593256,335
375177337,2
325298230,15
106519322,39
17029299,2344
173554460,7
364104431,1
86450611,4
9469089,18
244304372,0
313946847,8912
353416074,164
36201365,3
148289995,667
5085513,84
195248073,0
262930101,72
267251393,1
297248369,2434
26855158,5538
356275037,550
18517508,147
297590460,20
62600133,3
299975496,15129
52363031,157392
390001271,4
303526881,226
103927948,41480
1593055,14
390244162,168
387116397,3
388950054,1
293827517,1148
389847133,0
91088249,147
370920136,31
390598962,3
383554696,66
353259258,1
2039619,61
243597361,28
10863745,165
52633173,83
27860315,0
11093109,0
287111268,415
389526288,8
356896543,1
362079884,8
1770965,653
29809286,1
4367634,2
261275404,1
362481031,270
295583402,332
260219881,1738
232450236,5
450169,25531
100351797,18
390304827,1
4788489,1720
390595723,0
11161893,10358
16942351,2
179428771,0
64730247,3
390213886,63
8227638,836
55421714,27
123283638,4
31103541,323
8972123,1
261047178,39
22307744,257
386483790,558
237840355,31
