owner_mid,fan
90857354,9
151474160,12
361398855,40
24868145,0
94492465,25
35885174,0
9232499,52
357972157,0
25032576,120
183977301,1117
235859688,8
40360895,61
13359501,1
364214618,0
94039659,4
80523197,1
250071521,1
346064802,1090
311344675,774
1983682,839
47168388,5
19053414,2186
353847699,15
277919373,9
34345132,5
214609074,364
357522235,0
356553203,1
241419724,5
221061689,50
22467403,4
185367348,15
32398329,46
75073783,7
105049996,42
10845621,181
94631835,2860
357943443,13148
4824467,41
23550158,767
1851257,45
204579649,28
249129795,11
35087132,10
220841634,547
24773470,197
367435270,8843
35860028,4
359789108,504
321763074,87
9554611,113
359079161,17
276867221,2652
358377112,113
40330617,1
250456205,60
281979770,197
18513826,112
30767756,85
34262967,24542
28048767,13
30978470,1233
357910144,406
9203008,3
30470284,68
684124,42242
90383994,716
11391442,443
263290532,0
16804120,4
271152982,82
34835004,148
94749081,49
256336027,1
100233210,3122
19034508,213
29494320,63
30961299,6
285939525,29
359437802,11
303730084,0
287971931,98
122331288,253
42801863,608
26463010,28
324398427,1803
11063886,7
89612628,46
355063206,3
22890252,11
359728179,13
6984514,99
59768375,64
40112636,2
7997205,266
12805587,285
210152520,119
296790791,4105
347983954,66
30426068,0
16252432,584
21060939,1839
52708543,1246
334707081,35
6056093,3
161310052,14
354102551,3
7795108,463
359869101,6
45719176,66
345845605,3
7213109,1
84682767,1611
29929232,87861
357418176,2
283386542,0
15277078,1689
21398118,3
201451405,1
31862374,13
280799451,0
17984566,199
357119636,1
350822338,7
50653358,481
180877153,25
298932675,287
2787855,408
187836658,6
12783169,0
307456607,0
360695414,4
326673306,17
312175451,6405
9206930,661
232619981,3474
288223135,67
648984,94
102650611,15
347468916,2
29865338,2
232737108,0
39882317,4
2308724,1566
8217509,132
11559503,217
270795832,274
346346745,0
10901294,27557
22550860,51
21511315,2
1327768,4265
221808644,15
343854701,44
29233914,1684
55976513,332
241898197,41
317320611,17
184808850,4
52074455,1
360401360,1
350320155,0
33826014,1038
98331839,4
21218320,296
209631439,4926
27259842,22707
299386717,259
326248756,65
50706650,76
296789640,1507
31057765,3
315074209,3
72830402,14
180409163,16362
351961440,0
356457009,0
20355061,9
26543060,0
363960818,0
183389016,965
149076064,4
165520473,0
1622250,5
31867619,301
11810790,90
6578798,1396
197305932,5893
27670120,253
90548255,176
95127224,10
22467827,62
53073520,62
7769845,1
356589097,1
162828232,185
296784011,2881
364045758,2
320737696,27689
19392425,135
350078280,892
86586350,603
349711628,17
4687624,51
360631328,15
269951889,116
32941255,118
5235527,3053
160116118,113
23907040,74
22442320,80
12004847,374
311523095,17
279656008,0
6106470,32
108223731,1498
1616549,1
359410318,20
3315321,259
4046184,92
315504051,27
31107472,14
49576525,206
18465751,12
91701134,22
349498133,117
66458726,83
345951837,1486
5264312,29
14280385,1130
57209973,12951
103796158,0
38798971,223
302100626,4892
90042088,0
162188564,4273
275391693,10
15562375,11
360634790,7
315514276,170
180058613,11
28228014,1
39177834,93
177378370,331
353516411,4
185617467,1
364474442,2
329345930,5
36074208,397
357909581,0
324886228,2
328463072,88
283862930,1236
242641107,91
337187439,2
226897001,0
320129152,7112
87618429,66
165001129,29
10909430,3444
282597656,0
205984619,379
350888501,312
1573089,3374
7949134,1
251062815,1
35017491,10
355648520,8
98773861,7
319005580,28
342332557,53
364355035,5
87996997,169
30021463,1801
40694774,5507
354280893,11
317749600,644
362543390,3
241716279,5
9193953,30
22336849,8
362397029,96
354292653,327
300560323,0
316744934,556
180319031,3
81406666,965
26914056,1
169274907,1
125957935,1
6519162,18
23824879,10
28213034,612
256933774,20
239294364,66
14729938,1685
21986047,15
16677741,577
159860688,1
18416235,178
348672638,18
326325873,212
289843625,1
35856975,4
355169101,0
325848757,0
176594225,4
330258163,1299
340911769,28
43888094,786
101377610,13
13238517,5
343901002,215
363057916,834
23401817,1
195345405,3
21112707,26
328613190,308
160249235,269
149124801,5
33856812,4
24144336,495
67527408,101
10897212,21
316071468,23
7890479,1635
2178564,37
26270086,13
25141865,2170
285897306,0
16607448,611
284221951,37
15920891,160
3789215,4
32146572,115
348003814,105
4211280,5446
317356414,863
161299385,207
29361978,13
360632283,4
357860490,12
15824671,25
4440825,785
322714011,10233
289149703,19
346794207,55
266553510,51
340498385,1
344674188,0
362207719,1
15399067,4286
353711001,5
65159113,5
2983299,26060
281417316,345
23373618,19
16185378,6
32818216,90
67912929,619
101225037,23
178741264,190
33384177,11
16000859,55
2924165,74532
17187076,11126
346435792,60
16550618,237
35181270,15
302995449,5
354244481,1913
7907264,66
177804726,0
115623792,5
14452981,4969
362862720,0
24244024,126
324741837,33
361821732,355
352148739,55
275974847,162
21406908,2959
32128068,10062
362739742,0
162856004,3
109836025,187
359738512,3
357471169,3
20115918,261
99628145,28
21237102,15
99440452,33
313276054,13
317697561,81
102778675,10244
32498512,23
67678291,1431
2220712,233
359209148,0
102703280,1
33418967,3
25313428,6
18964565,20
20571106,371
39183533,41
66435401,0
362424417,0
6678713,374
31806518,13
314538018,0
28533921,6
351907289,17
327785188,410
355299943,3
19079647,14
77504756,415
192201597,220
355215128,94
33198775,3
23639772,992
52975993,766
361762974,1
36446872,169
17386875,200
16887467,0
263151402,32
362401826,0
68169309,3267
271838680,57
353527823,0
25673361,170574
14064447,3582
87100448,2984
24046573,49
20312525,1425
14309779,14
419628,1
230154916,40
190872972,10
8080679,14
702171,9
272569998,219
306776037,451
205188670,9
362184466,0
133379916,30
12265364,2
11149847,127
34064933,3794
12531186,2
206814798,19758
23571873,1399
305549371,17
171407051,18
361764039,0
343616195,58
30003315,160
123949593,611
123179302,0
321011671,26
321843501,787
175325607,68
362060639,1
351912189,4409
64912967,10
6865582,354
256155441,1267
111556905,13
350348664,1
13871132,30
41380005,131173
262023021,15
243851060,637
99879062,0
32968851,6
110684625,775
40134731,4
13148779,27
40887078,552
259740897,1092
26386791,4
85731671,2
211512450,298
131440712,84
334580397,0
323070117,136
45460135,2063
179766862,257
347390769,269
297535079,42
182627556,1
1897632,13
95802308,8164
31646993,27
15893734,323
51436079,3
355050487,2
40173239,634
11089864,67
66477990,240
9147301,28
14070997,4066
16216488,749
35256804,279
187771394,1
20753070,4
38984253,3
355707681,0
32488663,16
318588976,1
11110087,292
161036243,119
345639153,6
19143736,408
224935435,0
289380672,3552
23632524,122
89840018,1274
356734754,348
249098963,55
322993738,42
286038318,12
12780463,0
6740618,138
261715983,7885
12165257,14
5420010,31
100111800,3
26542576,171
88407850,76
349716148,0
361453212,4
237674019,48
40778352,0
1954018,0
323905190,60
102413944,110
303206663,12
243202251,23169
267707984,5
11034893,4
130164376,300
359183264,0
4948723,123
360191128,0
180355695,31
14551058,3
295537316,44
113925470,5
11569558,716
354388623,1
361343842,6
52151376,656
322040051,0
55331156,142
244116227,207
332436846,35
194313876,0
87728747,0
2844195,249
86507444,12941
361202188,0
11085719,5
17401988,0
13475477,22
263006777,21
46791497,7
300678613,18
114866300,0
17235370,187
39854299,88
22269462,45
315989,84
955537,168
299006927,0
12166610,3442
173874229,1
9084149,26837
8665231,22336
11092430,157
15602555,48
314504718,0
323920020,44
70421636,93
104380855,59
93212218,0
27038654,84
15811863,13
23205153,2
33922873,2557
17490651,2629
41351376,358
28270771,2
354398670,4922
274752899,2360
157550356,483
56028829,483
3892545,8
8371321,615
48711694,7
17631730,20
22950464,49
65321881,97
2266721,457
298455243,197
99352375,15
21449274,183
8492739,41616
93743093,6
145420480,86
197473951,63
11535267,1136
56819599,588
44025404,11
267453552,32
8843117,5408
10957425,35534
298738005,1
261043200,12
188071371,556
354056745,98
75508252,198
14744357,426
20374321,24
314962041,2
301510811,23
102264312,22
280961380,16
258009280,0
5101721,4121
22358097,891
291920397,0
45943770,4
346075659,1
2233666,45418
345931088,267
313611713,2
1560258,74
356600159,2
252543621,6
352137004,80
238686199,1385
226014091,0
7298542,1
82670000,2168
222708790,29
351565230,172
120180896,166
286972707,7
340582877,6087
13721790,190
349742133,62
314396574,27453
107780075,193
18378202,59
259466321,4
37059202,0
107873360,66769
25865144,263
242654613,2195
141276558,39
345899462,63
38937930,27
259626807,1208
275257345,25469
94372514,88
4218030,953
195415478,16853
359404820,337
316900885,7
21155315,0
4442469,7366
19282203,160
308456120,86
274412048,51793
258934593,11781
160990129,6
46493987,58
314592232,2
357636768,0
51218642,10
329796632,11
355100684,1147
24983840,114
328551058,72
357625732,4
306935529,15
330993400,2
259972826,1
349136886,3
11053258,3
346156666,35
15569530,7
7172038,3
293731877,2
357975049,0
124689905,3272
292129718,2210
5805441,10
16854971,88
18062962,2564
17385473,1292
92107062,659
68385647,11
3346981,153
162431801,33
73746982,2
279617887,1759
11537874,46
358023897,7
322628798,9856
35537922,10
359337258,3
224560405,168
15784533,5
39848577,3
57612503,105
10806528,8
187514803,395
176138209,0
15536803,2504
352091886,0
97294716,4
180336231,258
7457701,19
32244730,860
352083544,0
449005,25
359093152,0
74467394,2
81449941,16
93660708,2403
33212872,571
357162592,1
36336420,201109
356086122,198
51149944,251
279550961,182
2760709,13232
281910732,1
13581503,19
20354487,493
89200354,41
274298200,5
238732006,6
20096707,280
179082893,126
73676542,1
340328304,94
231042386,24
1575414,1938
225363236,24
98323492,44
67199811,37
326846887,59
3271681,34
69121273,21
107099860,179
72198931,6598
325972443,16
110741396,473
33189704,3
50322111,7929
57507642,9
255123605,7
17563792,616
335601776,98
179019091,2
121709348,22
35333585,1
103349488,172
17693746,11
326641450,8
96854079,2
37899126,0
75284389,0
23007122,179
110879041,45
6427327,922
17814048,12140
194280790,7
14095755,1460
66095712,2119
320659603,25
180071819,368
301771185,2809
2410470,7869
13966975,1124
44224032,3349
545855,6
94792476,9
341396968,10
13622861,5
298645342,792
316334452,2
124480814,74378
352350069,2430
16468729,343
39112510,786
37687438,3199
84959900,2010
34132757,2
356248262,1
37781670,17
34177364,1
358532113,0
89644128,304
221626950,8359
32988596,1524
111698216,5
13614330,142
232883350,52
19669409,253
13506089,11
176948539,214
900395,365
32874449,1577
632464,101
242028675,156
46818883,0
74225917,0
77077567,2
250848135,18
20246988,106
322278603,1700
2535619,9546
213524203,81
179247836,139
21725664,24
21244857,1441
147830977,105
198523617,45
33738029,1681
22826166,9
74569317,84
20937127,127
233934369,2401
358246294,52
265952009,0
26323562,1225
44069299,0
97039070,230
59109149,916
34715032,626
25920734,616
73766293,241
13477198,12
5480898,878
241432977,1
12681059,136
282441987,726
283830432,8
30792539,375
15827957,1002
227656019,98
32246599,2020
281910696,94
60289466,0
54285219,40
7995580,196
23815100,40
33478758,15
109074598,545
247962444,1
29249548,576
16332696,44
112701189,23077
262461431,72
52990080,28
873181,15319
313728101,17
2913040,68
354867241,0
24724675,329
84498411,674
31238384,11670
8104318,15
27901588,25
86820955,5605
63247989,105
274441548,27
349210498,1
5175247,2
31274849,127
36938680,9
236999732,0
150376845,428
175889727,41
79868323,56
9053947,14
13247485,37
102637738,478
38810461,1802
91191101,25
137469404,2
330135295,23
323492256,460
43864538,288
233668925,350
19484052,56
25429008,2
22967196,7624
87275174,183
43668669,186
357952417,1
97257493,18
12118020,9
89651678,1
8611961,2
148893420,2
35221961,71
255503372,0
13597291,2
12548073,64
306855962,18
349429756,1
29488995,4
347838269,128
312665489,50527
253381147,1
86829898,2
340389151,229
143481793,0
10989328,1233
163643022,321
33582172,1183
281138510,105
357653262,0
103756175,399
34530621,63
322880480,36
32390466,63
122339984,7
33265279,10
8990492,319
349709629,42
349876734,1308
34377535,4
29188581,310
298271955,2
268111074,6502
129301731,32
159436094,67
26661095,24
12765940,2
351614192,11
232016862,19
95145354,19
291048756,3
23181751,594
319694520,11
46032230,37
4108737,18693
14118553,3373
26871005,33
17758304,34
308928518,3564
1977099,450
11354374,64
108062940,610
271617121,0
10257157,372
34285103,67
269963383,22
23055386,12944
36773976,6
277720108,5
224244118,1
26257424,0
64871888,662
323597386,186
16062769,2095
11502908,50
278406966,36
255296618,0
34158819,19162
269926892,1
288369681,5905
35590057,249
351602552,109
347797564,13
23491984,13
357146671,3
173011690,3
35564988,174
223928340,13
122633431,93
12665148,371
107915901,8
45097708,20
334401800,36
13602566,13
346217467,76
227083887,198
21555164,7
111271589,977
325063848,12
356513977,8
356657141,74
301973359,1228
103357351,9
325537747,3
177600011,12875
802438,5189
36850712,159
27254882,210
256166144,676
38047704,38
26099932,0
121167032,7
314551978,20
39102060,2289
80533544,101
356906802,19
340296966,598
28383246,535
16167564,0
209357594,20
349963608,914
14562328,1
328518612,5945
329253158,6
11168955,21
13965289,49
5722837,16
324475188,50
205939389,73
12311558,69
290278083,6
12678467,0
345188178,22
26381288,1
158639520,76
175589327,113
56308389,12
22381676,390
268971934,1
280054848,22
253450485,1
50704765,1
3521377,48
266107431,0
126058524,45
178908424,39182
300557698,1388
4428252,4
283674336,4
128348236,98
196195786,72
352333168,2
1409819,643
311908293,4503
40060773,3
302598184,2699
166165698,42
52365528,33
13789277,1
96557889,0
36482913,1142
10942591,206341
295183445,3635
9672659,28
107385282,1
100110329,0
144834305,26
100108439,0
8554570,5980
6065166,298748
351577229,92
169344452,4
44671494,32
3704325,3
16349291,325
9063804,2746
270137282,4948
22507007,905
179306154,0
38478877,18
23417079,1676
8165290,35047
12466026,92
241862223,915
18281797,2
275637431,15
88662043,1853
285026778,88
242164038,0
22143146,0
443126,3494
1963459,0
303494509,0
190777184,47
36091304,5
285328814,187
95749167,109
6610212,79
1625704,447
2163674,0
277744831,6942
26691331,1
32685132,0
286668848,69
312701918,889
32343691,82
22928811,2130
297935147,65
342827357,0
269867412,2874
52959112,288
95816982,29
38493325,44
280515450,449
39882158,3
12416641,16
355887068,1
311819334,111
101710446,10497
241317841,463
1583771,4099
17069156,1650
6547989,1
176913315,0
52071229,696
24145829,1
355990107,5
128355238,3
333208,460
351590822,671
351503390,219
9670552,491
13759004,73
170690499,2
39266417,222
320889778,142
9795850,18
198595878,112
125276863,117
324808043,0
32267632,76
14387641,3
6333012,86
5688194,87
343823722,356
348666703,65
247241796,1
29283905,11
14630446,287
39467548,1764
38952495,14
319554839,0
36622784,38
4573709,40000
125527,31
186829118,6150
95011366,34
31865183,137
209621445,80
354986807,2
111857079,307
15910228,21
348560149,0
239349494,0
233233428,1422
2162898,68
256550899,0
25328475,32
6593860,11
28560234,410
135988207,247
178879674,240
337407708,0
327076882,16
7525458,3
1685613,510
7957044,7
355351243,1562
181588078,16
13585753,16
33506308,11850
300671491,123354
14048460,1
93820115,4
5663256,1841
196569983,45
7232417,23
351546375,635
130866298,17
35219379,1
180370830,61
324437412,77
1295929,31
82390959,0
352417517,108
325497933,40
91514703,1
17934656,5295
38935715,4683
21813656,80
9309329,14
186904829,19
34712547,4075
18240529,119
352797124,1
39373346,95
214659199,24
11903653,11
16065424,11
22830398,12
34022972,36
271476437,1
8805788,1
1782062,11507
156555682,269
93884813,1279
354095410,2
71820018,10
284043738,2
326393668,65
98402446,0
197727290,0
7171685,2
13187162,7
39794578,39
355091255,1
9397500,165207
306960234,198
39736276,44
62564387,202
354275203,734
34340081,0
15008749,4
318529644,32
321606188,23
37961001,51
24138242,73
11012167,1
674531,1414
35993441,19
15199449,6
96301520,2
36583633,7
286531748,1
347489095,650
283116777,4
303235959,817
142131107,11
38236983,9477
8671633,602
14170039,1580
16003740,12
351688835,25
181019828,0
354850290,2
6672159,6
352723339,6
145558955,5
11854389,16780
204507231,13
221762488,1043
344437958,10
19412139,0
11226181,5
317433617,16
133748366,0
45559613,6
273758886,169
275611205,3
39617701,28
107678945,704
14632623,2
339936947,34
23034459,0
6108595,80
187858127,3
7375645,5
13645666,708
91558478,2
19846625,13
49325527,1762
11086612,67
286701501,15
336001264,223
5742832,1936
326939753,4388
327964831,2281
5626004,10079
295694944,0
95815585,2
63019066,13
60277711,56
23050662,42
16997325,153
350825186,6
353322418,6465
164948134,51
4645022,23199
52258196,10
29990527,305
65892533,4560
345192926,206
923176,104
28491328,2100
68021050,32
107928268,2
346308462,109
88197006,122
108936484,242
347541604,0
293678287,100
258885429,36
23406082,438
350716444,1
1892943,408
9305695,20494
19376659,1690
313312262,40
354149122,0
161872771,3
191158943,6
247905755,6
2145412,706
15301173,95
345898448,1
280622027,8665
8072341,4
24951446,7674
33208430,8
19318739,3442
18461883,0
353418613,0
20797158,2
352701770,6
352428240,24
6753193,1196
178119475,12
22114490,21
175896323,3724
354015324,0
212624381,11
98065324,5
9013207,0
78929117,17
89218145,12
894174,531
13675234,3
10269208,4000
20651475,112
49952339,2813
270496242,55
307391218,1
348888540,868
31948562,16
14696721,22
23229175,16
29040589,455
234916123,676
11851212,143
53141524,428
293387835,50
139076422,101
346132018,7
263052776,1
353734505,18
28129515,3
313485058,2
271063497,8
3307833,42
302296560,1
18331106,4
13819160,27
67901904,0
286781972,399
12706231,86
108101580,69
2349732,1145
258335590,3
11579469,12
11056177,191
37141372,3010
12714420,115
349169187,625
109365497,117
26190576,11
9240959,65
9109049,0
46359401,22
52666939,37
32527473,28
23330331,4
17357250,316
95914124,1
351715873,1
352197217,0
322199275,0
23702804,31
89093979,61091
153804114,67
141205476,169
289816247,0
10100245,134
282563499,4460
279555363,1724
27114631,714
18053441,168
312534646,4
14506388,397780
7262543,22883
40063562,9
35615017,1436
336532387,10
110744734,43
37483307,2
227702633,3
2917647,233
29114089,6
19587356,39
291531795,122
37261145,2
882969,1464
43710226,9
40623074,0
212312443,155
319074635,74
265995173,73
21526724,2
10202546,12413
15387233,401
6498396,352
330781251,6
2108688,34
57651039,203
261954165,16
48330353,60763
336999233,33
35889497,513
284708080,240
4888965,23
59571930,3
29481413,181
3331198,14
44380001,0
170095657,39
1308539,324
59453806,4872
310220607,1
347791946,4
59370898,5
65843038,5
352607902,2
347751954,2
3941431,1289
28495810,427
734222,4
111916188,181
164624236,336
5219212,174
336072565,8
277341435,12542
14076463,13
202311826,7173
48459821,17
5683713,5086
34618504,376
320759576,6
281198874,6532
178667246,32
34834069,23521
346123583,100
79585204,159
177754332,7707
239894137,297
253811572,16
349017943,74
349167740,0
111229640,3
339658773,0
108559488,2150
204871235,107
106531377,69
295686779,6
23630335,14
20575646,2958
4431426,108
6269634,0
326323932,4
56244165,3
35225898,2580
89313,7
239775127,0
316209810,1092
21236563,64
3273945,3
36431072,29555
295546193,75
31367527,3426
123938996,75
12794532,20
2948917,21
352048014,4
131541956,3
12669713,5
883100,25635
94531346,4
328504821,401
19777283,2
11406903,1
328503314,11
335110691,1172
12149544,48
22082368,17
65477751,4756
2570591,30
41745670,51
335072835,2
351953921,0
143550694,122
350795567,13
342943679,3
30075989,3
343856120,16
8391002,20706
129162421,12
33370560,1376
38039603,1084
131335815,14
58971457,80
10106125,11
320804693,1465
351882838,0
138773416,6
27602233,826
348847720,0
328504100,17
35587247,1
328463122,11
926366,4
20565878,533
26791027,27
22994654,0
2425645,98
281368343,1585
118709390,27
324210432,168
19119086,662
311361302,1
256428834,5
265501984,19
327466862,10
19299661,17
28490637,13
151214953,5614
13479706,91
15109701,11
26186242,238
32841602,1
157589993,6
286336481,621
7642778,44
78001458,578
44394949,14
107604242,1923
2675417,1737
7235007,5915
11986095,24
169384871,1452
11794070,11
13855286,303
8033120,3
17400780,2355
15490464,831
323874466,11
44019009,5514
19545957,166
124706952,3897
221567978,105
8138025,3
33365502,14702
156960381,12
302333814,26
256646439,405
12875191,1479
6902011,33
22796242,0
18636505,2
85515549,28
53473073,4
109344776,11
3341530,523
102710753,765
37960812,47
328502487,9
25778860,0
15810924,31
348574936,2
28655078,51
5012732,289
324785022,1
30024486,0
350271664,2
19475250,81
30190740,1
56359911,1
20302686,1032
330157675,0
174335923,25
258638997,19
115180200,8
39533535,0
38559215,493
255970067,4
21687833,1
27823350,3224
320616446,6930
341870323,47
11792092,1
57587001,17
325942509,59
178945568,78
335095468,0
12064445,6366
17634014,879
6184804,707
12549080,10291
159167660,6
12143311,1
340343084,10
6234195,301
22234654,50
102651255,6
91565934,15
104706918,2
39694771,8
248905189,4
792270,10105
207998916,123
329988041,164
473781,21892
328464326,10
346932249,964
345712164,0
104670731,0
87915228,43
6969768,47
254093286,141
30837106,67
16769866,9
24498108,23
24254720,15
195188413,2
39540104,0
224474366,31
183884517,10
318780104,2
335990208,60
3659809,3
108389887,3171
12515294,47
321988270,0
10243637,194
187898037,2
4985793,0
209406584,22
18972044,267
267595837,13
6048608,22
199558924,45
40956052,105
38604321,211
278021866,12
53081277,220
50635619,1342
327886395,805
14275670,6
31049649,1
324834827,6
55776940,42
31009677,3
25315660,3045
168148871,6
225676430,7
2118654,197659
34093608,1
8875000,1
36579972,15
125370870,5
293052466,323
9300010,0
342932878,180
25120220,7
680523,3170
122106561,70
7902676,233
85309259,14
100439198,12917
43869165,8
157439454,3
168695563,77
332707695,0
31620256,21
326117082,9
2221330,81
934969,119324
286369510,21
340647939,37826
265477314,988
24373081,2534
343945373,24
328461609,15
320512125,87
73546342,175
220298911,572
18622528,10993
13830262,5
108886720,1016
27006817,13
26877531,2
29431583,13
197801630,496
90383496,18
4525088,346
253793822,21
34481770,4
15650024,33
107294133,26
349247608,1516
108855377,5249
301032135,11
8365575,38
324885673,917
322005594,10
202493335,119
343147928,8
25858518,2275
21553090,3602
11922059,3
207082477,0
173789294,1
295052978,28
60778715,11864
45087575,227
17971618,21987
348887247,3
314731455,2135
326314673,633
298859482,16
271976640,75
1328712,4726
143375946,1
13369504,8399
13261425,0
324414709,11
37000432,1
348595438,2
349648383,3
347827075,7
328229154,565
59698223,37
92818598,0
171645423,545
99555049,3
15381551,14
35607888,160
315856711,25540
332889869,0
129027684,6092
57507228,26
10003182,0
170275411,6
25868390,1117
38104733,410
281355223,31
14723576,271
157816479,8080
313657,302
42514952,187
26202310,23
20213720,8
233141193,48
147288682,54
278946921,342
79589788,0
33747001,5
77535248,42900
101014343,48
14044848,3182
27120195,0
299723410,1557
22237923,71
130738352,1
13445095,310
3190110,2217
272049083,160
249186206,0
329565634,21
7074014,34
1316585,4071
95775434,2042
77667574,4306
345869350,303
141235401,351
13794119,0
346709123,4
16622518,909
29462065,6128
3666508,1934
189697241,125
27814050,552
26376587,87741
35355409,6
275642262,0
49925213,21
244801129,63264
324293888,16
15024070,20
253478148,627
11673959,1696
284820347,2446
348449225,1610
38122983,4
9568358,1937
222888295,0
21285492,185
59673792,73
460728,161
1437541,886
346070715,14
315136965,2
174067247,69
10796338,1
331324859,3
49600885,2
81420071,7110
1712797,39
348797200,0
178079840,42
1448151,8
17173384,0
344691641,1
302124529,17
347841414,138
347674951,1
86156713,1937
11774836,2
20948389,178
272686018,305
5215731,299624
15294268,31
12689516,178
173014753,6
224351410,14
335976106,4
8138903,309
55476801,2014
8296697,1
246615757,7
30983340,0
326471920,961
17903598,61
24759985,4
348453424,0
317384476,2
331343929,411
156861784,8
343105785,48
8532674,63
30680714,4
3296205,11
8287987,243
345379003,2559
342906132,1
289586108,1270
271308656,23
86412513,15
102963372,3662
225134675,0
19877184,1304
319701552,0
15425279,0
290074528,25
262176548,865
168964302,0
228344968,11
260154052,17
192386395,0
57857060,416
11902933,91
11592873,1196
52721918,154
12955770,25
9890252,553
83490742,6
16174624,65958
295626442,234
817260,56
13521691,1
9950568,274
257493423,5
172533572,6530
94237734,2
263634014,2458
8811572,480
27009462,126
10126754,22
7672388,2064
88170157,69
92669571,1
52800101,2
73731466,1777
347409932,22
85993681,24
29577061,8297
3738122,868
30563599,2400
271534345,84
6272168,1
73785355,40
13278975,326
302591620,1
250877950,140
9027862,66
36757182,11
164712854,6
7961961,595
22704854,253
98648952,12
3910530,606
27472099,5
11789665,26
23007071,11
30086821,352
347222956,1
25547301,0
103328048,0
222173525,8895
65298665,169
239730705,14
317381209,21
85844870,1
326547172,14
2967777,410
281911058,7
225195243,1292
50793291,5
319743133,9
85671638,57
104475511,16
21987464,20
327807734,18
13621285,2
92612014,92
284120999,245
3434596,269
72549414,102
12498153,7688
11997946,0
8625999,10
20706631,253220
4550634,18826
37998834,131
162685774,10
453670,57
234952996,0
35533742,809
12713052,142
10730962,3112
7486025,10509
2304441,72
11599148,3
324886464,562
276517937,22832
23880658,11
2219817,24
342732338,6
33477820,5
27097213,3
18448881,58118
228342,437077
5948826,5
307395277,5
313266684,9
345578662,0
28815137,8
76309553,2147
14273645,935
3318870,0
10544189,202
346343114,0
242220511,3
226740229,11
84194419,6
319208785,0
170005393,4
281911036,0
24385162,13988
2790556,498
235720419,21
21117764,2
87822574,15
326665643,79
298081320,8
107692172,5873
326118552,3
320146546,123
3358209,52
12208030,5
326413659,692
304144107,721
9068278,129
340779327,1632
21398498,19
318778216,924
318446351,50
43263622,2192
318835076,822
282825417,688
6423970,199
7929723,1507
177274046,15
51479256,16
298473169,331
106086737,0
286094709,41156
36762677,0
6967749,53
425594,264
23671599,4
48253891,2
342787062,257
3698,754
82545959,1
189165984,318
237542983,11
12930867,18
342907648,0
71615728,8
339035509,124
319845861,0
22262486,8
225230081,451
98901888,112
20131871,58
317377163,193
165472803,51
254725620,2760
111856309,3425
35274998,23
148534820,3
234075603,258
51652745,36
25036235,4800
212635746,32
339770780,1
343357274,81
315111971,1
319262594,9
316198746,2881
26540748,3250
318095338,1388
34725676,2
345167037,0
339635096,10
23380977,6551
44530789,120
33714751,1
35972113,1769
167923540,2
24420621,4
13832282,81
17408253,0
11442788,993
162232119,320
53281001,7
32375186,0
8685982,5517
299400949,0
37861611,4
135496133,79
299120578,8
38155780,5053
30181166,1
8261902,75
22716394,8
326122038,219
99376765,6
243512056,0
340810730,18
1695079,4585
29028816,244
25247351,75
236997755,1
302998810,3290
227768261,9
252481388,3947
29004555,5
323670273,281
16191072,2405
16386124,350
4990565,4
250906559,1
7798847,1
252601042,0
8491717,160
34473323,5
339742297,0
277751710,6
111070325,153
208088868,37
11169165,2452
259486283,124
233578231,28
64944827,14011
22190313,0
4336237,6
167222378,5
40348257,554
300239699,236
11916298,3979
27599189,303
32598609,81
39579313,51
10715309,0
341931537,0
36712699,79
15345795,37
337157453,56
94763056,199
3762790,2238
225204947,625
323720654,7
73450847,35
103281872,246
328250273,27
177575777,1074
16581884,104
27939446,66946
275860186,468
88542046,5
66779124,10
62046446,4
10779340,1
83548047,1348
1822427,90
91856839,184
33526706,55
89467329,44
342030003,0
328499575,10
234078797,0
9613302,28
13988946,476
319940088,0
23934340,14651
88286051,0
23464585,0
65278309,8
87219547,12
276604895,1156
342125890,3
172755363,530
1977735,4
38554920,9
316430368,212
109658450,49
7595626,518
46122517,13
43255949,847
94579323,1463
4418030,2
301178737,35
320787747,127
21648183,17
278844056,296
15958017,2
106310720,3
31088457,14
2004950,1382
8200845,0
243837695,1537
33095575,51
228363805,0
299149972,13095
337170374,695
38480400,3832
303741465,77
322948183,5
26087427,6
160822529,69
100398454,194
13082356,0
12466897,12
7077024,11
95121686,72643
102296223,16
325698118,3
22964386,36
331822485,1207
148026267,27
151349937,3
20909384,382
35353824,15
318008844,0
152903365,223
15472013,10
339106087,140
16974864,13
129531035,76
204453155,50
38630127,19
16338893,4040
65233695,7
198909964,42
76748963,490
49311841,2530
249638290,7
25841828,165
327724768,6
3066713,279
11808257,52928
335586248,262
341192667,2
269443057,2
261458596,0
38769863,170
660056,40
99026744,26
87688238,772
2184001,12122
94881722,21
28994840,68
300585879,662
298476618,99
5072361,313
291285267,0
174570058,61
14857731,0
324125004,15
242700201,138
17136567,1876
32855050,1
259589118,4587
12535018,0
2050506,1949
275781956,8
321074274,100
17518566,0
258521413,51
281407357,195
20701379,3
199184156,3
301082970,3
110536349,0
106370631,40
3445421,3718
177494910,4848
53277046,84
271226068,4
12614252,33
303933377,48
238013850,1
336178117,550
20075672,1
340195155,1
260952398,7
24657764,745
16498101,377
338418990,0
199394748,93
107810466,706
321236283,19
201267625,22
327837221,0
66945688,250
18627359,45
